Date,Mean_Temp,Humidity,wind_speed,Dew_Point,Surface_Temp,HYDRA,Adsorption_Flag,Adsorption_Label,Month,"Year
",,,,,,,,
19-05-2013,35.333333333333336,22.333333333333332,15.749999999999998,10.57845214,30.33333333,DESORPTION,0,Desorption,5,2013,,,,,,,,
20-05-2013,36.4,24.2,7.4,12.68004893,31.4,DESORPTION,0,Desorption,5,2013,,,,,,,,
21-05-2013,36,19,11.371428571428572,8.715237131,31,DESORPTION,0,Desorption,5,2013,,,,,,,,
22-05-2013,36.75,22.125,17.5875,11.60734362,31.75,DESORPTION,0,Desorption,5,2013,,,,,,,,
23-05-2013,37.5,23.333333333333332,13.566666666666668,13.0378037,32.5,DESORPTION,0,Desorption,5,2013,,,,,,,,
24-05-2013,38.42857142857143,27.428571428571427,11.385714285714286,16.32505647,33.42857143,DESORPTION,0,Desorption,5,2013,,,,,,,,
25-05-2013,38.714285714285715,22.428571428571427,10.314285714285715,13.43634686,33.71428571,DESORPTION,0,Desorption,5,2013,,,,,,,,
26-05-2013,37.8,21.2,10.74,11.82404063,32.8,DESORPTION,0,Desorption,5,2013,,,,,,,,
27-05-2013,35.857142857142854,31.571428571428573,8.72857142857143,16.33955409,30.85714286,DESORPTION,0,Desorption,5,2013,,,,,,,,
28-05-2013,35.333333333333336,29,8.333333333333334,14.56384803,30.33333333,DESORPTION,0,Desorption,5,2013,,,,,,,,
29-05-2013,34.142857142857146,27.857142857142858,5.557142857142858,12.93051353,29.14285714,DESORPTION,0,Desorption,5,2013,,,,,,,,
30-05-2013,32.2,28.2,5.5600000000000005,11.46297267,27.2,DESORPTION,0,Desorption,5,2013,,,,,,,,
31-05-2013,33.625,40.125,10.6375,18.18105159,28.625,DESORPTION,0,Desorption,5,2013,,,,,,,,
01-06-2013,32,54,13.4375,21.50657261,27,DESORPTION,0,Desorption,5,2013,,,,,,,,
02-06-2013,32.4,56.6,14.200000000000001,22.65018787,27.4,DESORPTION,0,Desorption,6,2013,,,,,,,,
03-06-2013,35.6,47,12.239999999999998,22.51968503,30.6,DESORPTION,0,Desorption,6,2013,,,,,,,,
04-06-2013,35.857142857142854,42.57142857142857,5.028571428571429,21.12763083,30.85714286,DESORPTION,0,Desorption,6,2013,,,,,,,,
05-06-2013,37.166666666666664,36.5,9.866666666666665,19.79023356,32.16666667,DESORPTION,0,Desorption,6,2013,,,,,,,,
06-06-2013,31.285714285714285,61.714285714285715,10.042857142857144,23.0395646,26.28571429,DESORPTION,0,Desorption,6,2013,,,,,,,,
07-06-2013,34,49.25,7.412500000000001,21.8337917,29,DESORPTION,0,Desorption,6,2013,,,,,,,,
08-06-2013,34.2,57.4,13.34,24.55712663,29.2,DESORPTION,0,Desorption,6,2013,,,,,,,,
09-06-2013,36.166666666666664,40,11.416666666666666,20.38976453,31.16666667,DESORPTION,0,Desorption,6,2013,,,,,,,,
10-06-2013,36.625,42.75,8.100000000000001,21.88361214,31.625,DESORPTION,0,Desorption,6,2013,,,,,,,,
11-06-2013,30.166666666666668,61.666666666666664,16.349999999999998,21.97526311,25.16666667,DESORPTION,0,Desorption,6,2013,,,,,,,,
12-06-2013,34.142857142857146,54.142857142857146,7.4142857142857155,23.52922634,29.14285714,DESORPTION,0,Desorption,6,2013,,,,,,,,
13-06-2013,29.833333333333332,68.66666666666667,9.866666666666665,23.43594594,24.83333333,DESORPTION,0,Desorption,6,2013,,,,,,,,
14-06-2013,30.142857142857142,68.14285714285714,7.942857142857142,23.60340624,25.14285714,DESORPTION,0,Desorption,6,2013,,,,,,,,
15-06-2013,30.714285714285715,65,13.22857142857143,23.36094837,25.71428571,DESORPTION,0,Desorption,6,2013,,,,,,,,
16-06-2013,27,88.85714285714286,8.485714285714286,24.99880972,22,ADSORPTION,1,Adsorption,6,2013,,,,,,,,
17-06-2013,26.875,87.375,8.3375,24.59348656,21.875,ADSORPTION,1,Adsorption,6,2013,,,,,,,,
18-06-2013,28.4,83.6,5.18,25.34567836,23.4,ADSORPTION,1,Adsorption,6,2013,,,,,,,,
19-06-2013,29.857142857142858,72.85714285714286,4.228571428571429,24.44654135,24.85714286,DESORPTION,0,Desorption,6,2013,,,,,,,,
20-06-2013,33,52.714285714285715,4.771428571428571,22.03352178,28,DESORPTION,0,Desorption,6,2013,,,,,,,,
21-06-2013,34.833333333333336,47.333333333333336,5.866666666666667,21.94055971,29.83333333,DESORPTION,0,Desorption,6,2013,,,,,,,,
22-06-2013,35.6,39.4,10.74,19.64239461,30.6,DESORPTION,0,Desorption,6,2013,,,,,,,,
23-06-2013,35.166666666666664,53,8.350000000000001,24.11777883,30.16666667,DESORPTION,0,Desorption,6,2013,,,,,,,,
24-06-2013,33.142857142857146,55,13.22857142857143,22.86517849,28.14285714,DESORPTION,0,Desorption,6,2013,,,,,,,,
25-06-2013,30.571428571428573,70.42857142857143,11.114285714285716,24.56292951,25.57142857,DESORPTION,0,Desorption,6,2013,,,,,,,,
26-06-2013,30.666666666666668,71.5,6.483333333333333,24.90734737,25.66666667,DESORPTION,0,Desorption,6,2013,,,,,,,,
27-06-2013,31.428571428571427,61.857142857142854,7.957142857142856,23.21213176,26.42857143,DESORPTION,0,Desorption,6,2013,,,,,,,,
28-06-2013,31.5,64.25,8.8125,23.91051132,26.5,DESORPTION,0,Desorption,6,2013,,,,,,,,
29-06-2013,33.25,57,13.875,23.55688033,28.25,DESORPTION,0,Desorption,6,2013,,,,,,,,
30-06-2013,32.833333333333336,52.166666666666664,10.5,21.70878435,27.83333333,DESORPTION,0,Desorption,6,2013,,,,,,,,
01-07-2013,33.857142857142854,54,8.728571428571428,23.22155277,28.85714286,DESORPTION,0,Desorption,6,2013,,,,,,,,
02-07-2013,33.142857142857146,58.285714285714285,9.799999999999999,23.82838667,28.14285714,DESORPTION,0,Desorption,7,2013,,,,,,,,
03-07-2013,31.571428571428573,70,6.357142857142857,25.41558009,26.57142857,DESORPTION,0,Desorption,7,2013,,,,,,,,
04-07-2013,32.375,67.5,9.25,25.56731548,27.375,DESORPTION,0,Desorption,7,2013,,,,,,,,
05-07-2013,32.8,62.2,12.959999999999999,24.59350173,27.8,DESORPTION,0,Desorption,7,2013,,,,,,,,
06-07-2013,31,73.14285714285714,11.37142857142857,25.60963534,26,DESORPTION,0,Desorption,7,2013,,,,,,,,
07-07-2013,31.166666666666668,77.33333333333333,7.1000000000000005,26.71511866,26.16666667,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
08-07-2013,29.833333333333332,75.16666666666667,6.483333333333334,24.94706053,24.83333333,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
09-07-2013,29,78.83333333333333,8.016666666666667,24.94174181,24,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
10-07-2013,29.75,75.375,6.4875,24.91323378,24.75,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
11-07-2013,32.5,65.5,7.116666666666667,25.17878825,27.5,DESORPTION,0,Desorption,7,2013,,,,,,,,
12-07-2013,28.875,86.625,5.562500000000001,26.41244499,23.875,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
13-07-2013,31.75,70.25,12.0625,25.64629208,26.75,DESORPTION,0,Desorption,7,2013,,,,,,,,
14-07-2013,30.75,71.625,4.8125,25.01650673,25.75,DESORPTION,0,Desorption,7,2013,,,,,,,,
15-07-2013,31.75,73.25,13.537500000000001,26.35466535,26.75,DESORPTION,0,Desorption,7,2013,,,,,,,,
16-07-2013,29.875,83.875,9,26.84289532,24.875,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
17-07-2013,31.125,78.375,8.65,26.90282627,26.125,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
18-07-2013,31.75,76,5.550000000000001,26.98213752,26.75,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
19-07-2013,30.5,73.5,9.266666666666666,25.21146958,25.5,DESORPTION,0,Desorption,7,2013,,,,,,,,
20-07-2013,26.833333333333332,90.66666666666667,4.933333333333333,25.17357423,21.83333333,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
21-07-2013,28.2,88,2.2399999999999998,26.0163745,23.2,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
22-07-2013,29.5,80.33333333333333,4.333333333333333,25.74491139,24.5,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
23-07-2013,31.857142857142858,70.71428571428571,3.9714285714285715,25.86005455,26.85714286,DESORPTION,0,Desorption,7,2013,,,,,,,,
24-07-2013,29.714285714285715,84.14285714285714,3.971428571428571,26.74010447,24.71428571,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
25-07-2013,28.333333333333332,84.5,8.016666666666667,25.46105618,23.33333333,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
26-07-2013,30,73.85714285714286,5.571428571428572,24.81232374,25,DESORPTION,0,Desorption,7,2013,,,,,,,,
27-07-2013,30.142857142857142,79,4.228571428571429,26.08580396,25.14285714,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
28-07-2013,32.285714285714285,67.42857142857143,6.085714285714286,25.46461025,27.28571429,DESORPTION,0,Desorption,7,2013,,,,,,,,
29-07-2013,31,77.42857142857143,4.771428571428571,26.57486142,26,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
30-07-2013,30.5,75.66666666666667,8.016666666666667,25.70157243,25.5,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
31-07-2013,28.833333333333332,78.5,9.866666666666665,24.70901168,23.83333333,ADSORPTION,1,Adsorption,7,2013,,,,,,,,
